image,category,label
ISIC_0067650,NV,0
ISIC_0028976,NV,0
ISIC_0058691,NV,0
ISIC_0025738,NV,0
ISIC_0031622,NV,0
ISIC_0029103,NV,0
ISIC_0032435,NV,0
ISIC_0000062_downsampled,NV,0
ISIC_0031220,NV,0
ISIC_0029874,NV,0
ISIC_0066557,NV,0
ISIC_0062906,NV,0
ISIC_0034260,NV,0
ISIC_0032803,NV,0
ISIC_0072715,NV,0
ISIC_0071664,NV,0
ISIC_0072467,NV,0
ISIC_0028049,NV,0
ISIC_0065636,NV,0
ISIC_0031121,NV,0
ISIC_0055198,NV,0
ISIC_0072408,NV,0
ISIC_0026029,NV,0
ISIC_0012709_downsampled,NV,0
ISIC_0055620,NV,0
ISIC_0062507,NV,0
ISIC_0025142,NV,0
ISIC_0024584,NV,0
ISIC_0014114_downsampled,NV,0
ISIC_0029449,NV,0
ISIC_0067715,NV,0
ISIC_0031300,NV,0
ISIC_0071118,NV,0
ISIC_0001423_downsampled,NV,0
ISIC_0013257_downsampled,NV,0
ISIC_0000023_downsampled,NV,0
ISIC_0068867,NV,0
ISIC_0026734,NV,0
ISIC_0030348,NV,0
ISIC_0057639,NV,0
ISIC_0065208,NV,0
ISIC_0024905,NV,0
ISIC_0014959_downsampled,NV,0
ISIC_0029725,NV,0
ISIC_0064873,NV,0
ISIC_0070276,NV,0
ISIC_0056668,NV,0
ISIC_0064903,NV,0
ISIC_0026597,NV,0
ISIC_0032717,NV,0
ISIC_0012950_downsampled,NV,0
ISIC_0054792,NV,0
ISIC_0029671,NV,0
ISIC_0012987_downsampled,NV,0
ISIC_0014225_downsampled,NV,0
ISIC_0062097,NV,0
ISIC_0029484,NV,0
ISIC_0024690,NV,0
ISIC_0030903,NV,0
ISIC_0060633,NV,0
ISIC_0008528_downsampled,NV,0
ISIC_0033625,NV,0
ISIC_0009951,NV,0
ISIC_0072444,NV,0
ISIC_0029963,NV,0
ISIC_0070835,NV,0
ISIC_0024870,NV,0
ISIC_0026374,NV,0
ISIC_0026306,NV,0
ISIC_0026370,NV,0
ISIC_0067467,NV,0
ISIC_0025059,NV,0
ISIC_0026250,NV,0
ISIC_0011372,NV,0
ISIC_0025239,NV,0
ISIC_0032088,NV,0
ISIC_0028042,NV,0
ISIC_0031567,NV,0
ISIC_0032739,NV,0
ISIC_0070293,NV,0
ISIC_0006651_downsampled,NV,0
ISIC_0015250_downsampled,NV,0
ISIC_0030461,NV,0
ISIC_0032122,NV,0
ISIC_0008029_downsampled,NV,0
ISIC_0001299_downsampled,NV,0
ISIC_0058682,NV,0
ISIC_0025671,NV,0
ISIC_0071479,NV,0
ISIC_0064523,NV,0
ISIC_0031141,NV,0
ISIC_0069143,NV,0
ISIC_0063477,NV,0
ISIC_0055305,NV,0
ISIC_0065613,NV,0
ISIC_0061535,NV,0
ISIC_0058914,NV,0
ISIC_0025380,NV,0
ISIC_0070132,NV,0
ISIC_0025729,NV,0
ISIC_0059432,NV,0
ISIC_0026257,NV,0
ISIC_0059721,NV,0
ISIC_0024555,NV,0
ISIC_0026638,NV,0
ISIC_0064733,NV,0
ISIC_0071560,NV,0
ISIC_0029858,NV,0
ISIC_0013053_downsampled,NV,0
ISIC_0054404,NV,0
ISIC_0027909,NV,0
ISIC_0030379,NV,0
ISIC_0026854,NV,0
ISIC_0033567,NV,0
ISIC_0070857,NV,0
ISIC_0026164,NV,0
ISIC_0031611,NV,0
ISIC_0015023_downsampled,NV,0
ISIC_0010592,NV,0
ISIC_0063015,NV,0
ISIC_0009920,NV,0
ISIC_0072739,NV,0
ISIC_0026587,NV,0
ISIC_0030668,NV,0
ISIC_0033315,NV,0
ISIC_0068201,NV,0
ISIC_0000193_downsampled,NV,0
ISIC_0000385_downsampled,NV,0
ISIC_0055199,NV,0
ISIC_0058656,NV,0
ISIC_0029327,NV,0
ISIC_0013082_downsampled,NV,0
ISIC_0064329,NV,0
ISIC_0067327,NV,0
ISIC_0062705,NV,0
ISIC_0058364,NV,0
ISIC_0031603,NV,0
ISIC_0053831,NV,0
ISIC_0024518,NV,0
ISIC_0057812,NV,0
ISIC_0064216,NV,0
ISIC_0056314,NV,0
ISIC_0030422,NV,0
ISIC_0025404,NV,0
ISIC_0028116,NV,0
ISIC_0057829,NV,0
ISIC_0025453,NV,0
ISIC_0029128,NV,0
ISIC_0070635,NV,0
ISIC_0032880,NV,0
ISIC_0000369,NV,0
ISIC_0065255,NV,0
ISIC_0026919,NV,0
ISIC_0064659,NV,0
ISIC_0073182,NV,0
ISIC_0056518,NV,0
ISIC_0027658,NV,0
ISIC_0068035,NV,0
ISIC_0031491,NV,0
ISIC_0033766,NV,0
ISIC_0059681,NV,0
ISIC_0059894,NV,0
ISIC_0056441,NV,0
ISIC_0024645,NV,0
ISIC_0057562,NV,0
ISIC_0031179,NV,0
ISIC_0032977,NV,0
ISIC_0067436,NV,0
ISIC_0026778,NV,0
ISIC_0015582_downsampled,NV,0
ISIC_0067476,NV,0
ISIC_0027414,NV,0
ISIC_0028048,NV,0
ISIC_0000000,NV,0
ISIC_0028191,NV,0
ISIC_0010854,NV,0
ISIC_0071042,NV,0
ISIC_0031667,NV,0
ISIC_0010449,NV,0
ISIC_0054105,NV,0
ISIC_0058486,NV,0
ISIC_0028743,NV,0
ISIC_0031641,NV,0
ISIC_0026889,NV,0
ISIC_0031469,NV,0
ISIC_0006114_downsampled,NV,0
ISIC_0066982,NV,0
ISIC_0056064,NV,0
ISIC_0060246,NV,0
ISIC_0053711,NV,0
ISIC_0034285,NV,0
ISIC_0032911,NV,0
ISIC_0025133,NV,0
ISIC_0011228,NV,0
ISIC_0069492,NV,0
ISIC_0026624,NV,0
ISIC_0057108,NV,0
ISIC_0058585,NV,0
ISIC_0012518_downsampled,NV,0
ISIC_0031172,NV,0
ISIC_0027140,NV,0
ISIC_0029631,NV,0
ISIC_0002871_downsampled,NV,0
ISIC_0027654,NV,0
ISIC_0026123,NV,0
ISIC_0025542,NV,0
ISIC_0027258,NV,0
ISIC_0030330,NV,0
ISIC_0031936,NV,0
ISIC_0030917,NV,0
ISIC_0061850,NV,0
ISIC_0066647,NV,0
ISIC_0025646,NV,0
ISIC_0024423,NV,0
ISIC_0072838,NV,0
ISIC_0011168,NV,0
ISIC_0029714,NV,0
ISIC_0057429,NV,0
ISIC_0029601,NV,0
ISIC_0032145,NV,0
ISIC_0031669,NV,0
ISIC_0060457,NV,0
ISIC_0061808,NV,0
ISIC_0029104,NV,0
ISIC_0027887,NV,0
ISIC_0056188,NV,0
ISIC_0059266,NV,0
ISIC_0027336,NV,0
ISIC_0015464_downsampled,NV,0
ISIC_0026002,NV,0
ISIC_0061796,NV,0
ISIC_0034164,NV,0
ISIC_0027237,NV,0
ISIC_0068088,NV,0
ISIC_0025549,NV,0
ISIC_0029245,NV,0
ISIC_0031347,NV,0
ISIC_0068471,NV,0
ISIC_0059107,NV,0
ISIC_0016044_downsampled,NV,0
ISIC_0010344,NV,0
ISIC_0034250,NV,0
ISIC_0032288,NV,0
ISIC_0061403,NV,0
ISIC_0032042,NV,0
ISIC_0028645,NV,0
ISIC_0027634,NV,0
ISIC_0060351,NV,0
ISIC_0061325,NV,0
ISIC_0030581,NV,0
ISIC_0027619,NV,0
ISIC_0062490,NV,0
ISIC_0072894,NV,0
ISIC_0060628,NV,0
ISIC_0015118_downsampled,NV,0
ISIC_0013147_downsampled,NV,0
ISIC_0013911_downsampled,NV,0
ISIC_0025877,NV,0
ISIC_0068935,NV,0
ISIC_0000471,NV,0
ISIC_0024908,NV,0
ISIC_0063282,NV,0
ISIC_0028167,NV,0
ISIC_0029162,NV,0
ISIC_0029347,NV,0
ISIC_0031865,NV,0
ISIC_0030256,NV,0
ISIC_0027977,NV,0
ISIC_0029838,NV,0
ISIC_0030071,NV,0
ISIC_0031039,NV,0
ISIC_0000269,NV,0
ISIC_0033998,NV,0
ISIC_0000326,NV,0
ISIC_0070739,NV,0
ISIC_0031046,NV,0
ISIC_0032226,NV,0
ISIC_0062849,NV,0
ISIC_0055285,NV,0
ISIC_0030753,NV,0
ISIC_0014794_downsampled,NV,0
ISIC_0071159,NV,0
ISIC_0024682,NV,0
ISIC_0069641,NV,0
ISIC_0025645,NV,0
ISIC_0034229,NV,0
ISIC_0060605,NV,0
ISIC_0029795,NV,0
ISIC_0025146,NV,0
ISIC_0006193_downsampled,NV,0
ISIC_0028330,NV,0
ISIC_0026460,NV,0
ISIC_0033827,NV,0
ISIC_0029465,NV,0
ISIC_0070624,NV,0
ISIC_0068061,NV,0
ISIC_0028604,NV,0
ISIC_0028580,NV,0
ISIC_0030597,NV,0
ISIC_0030856,NV,0
ISIC_0028016,NV,0
ISIC_0026404,NV,0
ISIC_0028924,NV,0
ISIC_0011088,NV,0
ISIC_0014834_downsampled,NV,0
ISIC_0015993_downsampled,NV,0
ISIC_0031752,NV,0
ISIC_0028304,NV,0
ISIC_0060910,NV,0
ISIC_0028424,NV,0
ISIC_0054537,NV,0
ISIC_0031117,NV,0
ISIC_0029833,NV,0
ISIC_0033605,NV,0
ISIC_0031909,NV,0
ISIC_0071897,NV,0
ISIC_0025074,NV,0
ISIC_0028780,NV,0
ISIC_0031704,NV,0
ISIC_0065111,NV,0
ISIC_0029447,NV,0
ISIC_0030098,NV,0
ISIC_0028408,NV,0
ISIC_0065377,NV,0
ISIC_0000075,NV,0
ISIC_0025933,NV,0
ISIC_0027098,NV,0
ISIC_0031826,NV,0
ISIC_0026418,NV,0
ISIC_0015232_downsampled,NV,0
ISIC_0055044,NV,0
ISIC_0025390,NV,0
ISIC_0057571,NV,0
ISIC_0000416_downsampled,NV,0
ISIC_0027644,NV,0
ISIC_0029803,NV,0
ISIC_0030309,NV,0
ISIC_0072874,NV,0
ISIC_0030745,NV,0
ISIC_0034138,NV,0
ISIC_0030957,NV,0
ISIC_0029511,NV,0
ISIC_0071883,NV,0
ISIC_0053753,NV,0
ISIC_0061641,NV,0
ISIC_0057660,NV,0
ISIC_0025138,NV,0
ISIC_0029785,NV,0
ISIC_0071375,NV,0
ISIC_0025540,NV,0
ISIC_0054695,NV,0
ISIC_0000508,NV,0
ISIC_0027280,NV,0
ISIC_0029117,NV,0
ISIC_0065820,NV,0
ISIC_0024698,NV,0
ISIC_0072690,NV,0
ISIC_0029310,NV,0
ISIC_0013000_downsampled,NV,0
ISIC_0027592,NV,0
ISIC_0009917,NV,0
ISIC_0060258,NV,0
ISIC_0054398,NV,0
ISIC_0055488,NV,0
ISIC_0068684,NV,0
ISIC_0027895,NV,0
ISIC_0056966,NV,0
ISIC_0025902,NV,0
ISIC_0028181,NV,0
ISIC_0029816,NV,0
ISIC_0072046,NV,0
ISIC_0026673,NV,0
ISIC_0015984_downsampled,NV,0
ISIC_0071127,NV,0
ISIC_0027883,NV,0
ISIC_0034178,NV,0
ISIC_0000112_downsampled,NV,0
ISIC_0055603,NV,0
ISIC_0015013_downsampled,NV,0
ISIC_0071935,NV,0
ISIC_0028849,NV,0
ISIC_0058869,NV,0
ISIC_0027020,NV,0
ISIC_0026535,NV,0
ISIC_0031445,NV,0
ISIC_0026423,NV,0
ISIC_0031435,NV,0
ISIC_0054800,NV,0
ISIC_0024447,NV,0
ISIC_0025183,NV,0
ISIC_0025871,NV,0
ISIC_0027134,NV,0
ISIC_0034254,NV,0
ISIC_0025356,NV,0
ISIC_0054631,NV,0
ISIC_0011164,NV,0
ISIC_0057817,NV,0
ISIC_0060019,NV,0
ISIC_0030052,NV,0
ISIC_0026451,NV,0
ISIC_0014938_downsampled,NV,0
ISIC_0058652,NV,0
ISIC_0012876_downsampled,NV,0
ISIC_0060855,NV,0
ISIC_0026732,NV,0
ISIC_0026987,NV,0
ISIC_0031487,NV,0
ISIC_0027849,NV,0
ISIC_0029554,NV,0
ISIC_0034079,NV,0
ISIC_0027499,NV,0
ISIC_0065074,NV,0
ISIC_0012191_downsampled,NV,0
ISIC_0058895,NV,0
ISIC_0031777,NV,0
ISIC_0068967,NV,0
ISIC_0027714,NV,0
ISIC_0015144_downsampled,NV,0
ISIC_0069817,NV,0
ISIC_0070955,NV,0
ISIC_0066330,NV,0
ISIC_0025629,NV,0
ISIC_0055626,NV,0
ISIC_0070834,NV,0
ISIC_0013001_downsampled,NV,0
ISIC_0057055,NV,0
ISIC_0024544,NV,0
ISIC_0058071,NV,0
ISIC_0063880,NV,0
ISIC_0060550,NV,0
ISIC_0054157,NV,0
ISIC_0025352,NV,0
ISIC_0058049,NV,0
ISIC_0024567,NV,0
ISIC_0055819,NV,0
ISIC_0057988,NV,0
ISIC_0026305,NV,0
ISIC_0033858,NV,0
ISIC_0030008,NV,0
ISIC_0027230,NV,0
ISIC_0025722,NV,0
ISIC_0026049,NV,0
ISIC_0025670,NV,0
ISIC_0058489,NV,0
ISIC_0028002,NV,0
ISIC_0033110,NV,0
ISIC_0072926,NV,0
ISIC_0062779,NV,0
ISIC_0061672,NV,0
ISIC_0025864,NV,0
ISIC_0070216,NV,0
ISIC_0025643,NV,0
ISIC_0030855,NV,0
ISIC_0055047,NV,0
ISIC_0026540,NV,0
ISIC_0030787,NV,0
ISIC_0034193,NV,0
ISIC_0033455,NV,0
ISIC_0025346,NV,0
ISIC_0024816,NV,0
ISIC_0060572,NV,0
ISIC_0029628,NV,0
ISIC_0000271,NV,0
ISIC_0068765,NV,0
ISIC_0025538,NV,0
ISIC_0026109,NV,0
ISIC_0031791,NV,0
ISIC_0028117,NV,0
ISIC_0033351,NV,0
ISIC_0025148,NV,0
ISIC_0056761,NV,0
ISIC_0057150,NV,0
ISIC_0015962_downsampled,NV,0
ISIC_0027549,NV,0
ISIC_0012333_downsampled,NV,0
ISIC_0027555,NV,0
ISIC_0059376,NV,0
ISIC_0066772,NV,0
ISIC_0068494,NV,0
ISIC_0009083_downsampled,NV,0
ISIC_0026399,NV,0
ISIC_0061015,NV,0
ISIC_0028274,NV,0
ISIC_0026654,NV,0
ISIC_0028845,NV,0
ISIC_0010460,NV,0
ISIC_0034042,NV,0
ISIC_0026173,NV,0
ISIC_0026246,NV,0
ISIC_0026969,NV,0
ISIC_0004309_downsampled,NV,0
ISIC_0028545,NV,0
ISIC_0029116,NV,0
ISIC_0031734,NV,0
ISIC_0027341,NV,0
